Job Title | Education | age | sex | Online Edu | Edu Match
Restaurant and catering managers | Other qualification | 45 | Male | Other qualification | 1
Elmntry persnal servcs occup n.e.c. | Other qualification | 57 | Male | Other qualification | 1
Further educ teaching prfsnals | Degree or equivalent | 46 | Female | Other qualification | 0
Design and development engineers | Higher education | 23 | Female | Degree or equivalent | 0
Sales and retail assistants | GCSE grades A*-C or equivalent | 20 | Male | Other qualification | 0
Further educ teaching prfsnals | Degree or equivalent | 48 | Female | Other qualification | 0
Marketing and sales managers | Degree or equivalent | 50 | Male | Degree or equivalent | 1
Quantity surveyors | Degree or equivalent | 30 | Female | Degree or equivalent | 1
Routine inspectors and testers | GCE A level or equivalent | 63 | Male | Other qualification | 0
Prod. works & maintenance managers | Degree or equivalent | 51 | Male | Other qualification | 0
Painters and decorators | GCSE grades A*-C or equivalent | 19 | Male | Other qualification | 0
Financial institution managers | Degree or equivalent | 26 | Male | Degree or equivalent | 1
Prim & nurs eductn teaching profs | Degree or equivalent | 27 | Female | Other qualification | 0
Printers | Degree or equivalent | 45 | Male | Other qualification | 0
Speech and language therapists | Degree or equivalent | 45 | Female | GCSE grades A*-C or equivalent | 0
Purchasing managers | GCSE grades A*-C or equivalent | 53 | Male | GCSE grades A*-C or equivalent | 1
Kitchen and catering assistants | GCE A level or equivalent | 23 | Female | GCSE grades A*-C or equivalent | 0
Pensions and insurance clrks | GCE A level or equivalent | 45 | Male | Other qualification | 0
General office assistants or clerks | Degree or equivalent | 23 | Female | GCSE grades A*-C or equivalent | 0
Chemists | Degree or equivalent | 26 | Male | Degree or equivalent | 1
Planning and qlty control engineers | GCE A level or equivalent | 62 | Male | Degree or equivalent | 0
Van drivers | GCSE grades A*-C or equivalent | 64 | Male | Other qualification | 0
Personnel & ind relations offs | Higher education | 61 | Female | Other qualification | 0
Sales representatives | Degree or equivalent | 23 | Male | Other qualification | 0
Bar staff | Degree or equivalent | 21 | Female | Degree or equivalent | 1
Kitchen and catering assistants | GCE A level or equivalent | 22 | Female | GCSE grades A*-C or equivalent | 0
Bar staff | GCE A level or equivalent | 22 | Female | Degree or equivalent | 0
General office assistants or clerks | GCE A level or equivalent | 22 | Female | GCSE grades A*-C or equivalent | 0
Waiters, waitresses | GCE A level or equivalent | 22 | Female | Other qualification | 0
Nurses | Degree or equivalent | 26 | Female | Degree or equivalent | 1
Financial institution managers | Degree or equivalent | 26 | Male | Degree or equivalent | 1
Nurses | Higher education | 45 | Male | Degree or equivalent | 0
Medical secretaries | GCSE grades A*-C or equivalent | 45 | Female | GCSE grades A*-C or equivalent | 1
Labrers build & woodworking trades | GCSE grades A*-C or equivalent | 51 | Male | Other qualification | 0
Property, housing and land managers | Degree or equivalent | 42 | Female | Other qualification | 0
Broadcasting associate prfssnals | GCSE grades A*-C or equivalent | 51 | Male | Degree or equivalent | 0
Sales and retail assistants | GCSE grades A*-C or equivalent | 17 | Female | Other qualification | 0
Oth good hndlng & storage occup nec | Other qualification | 33 | Male | Other qualification | 1
Nursery nurses | Degree or equivalent | 32 | Female | Other qualification | 0
Scaffolders, stagers, riggers | GCE A level or equivalent | 51 | Male | Other qualification | 0
Debt, rent and other cash collectrs | Other qualification | 65 | Male | Other qualification | 1
Accnts wages clerk, bookkeeper | GCSE grades A*-C or equivalent | 66 | Female | Other qualification | 0
Bar staff | GCSE grades A*-C or equivalent | 37 | Female | Degree or equivalent | 0
Restaurant and catering managers | Degree or equivalent | 29 | Male | Other qualification | 0
Heavy goods vehicle drivers | GCSE grades A*-C or equivalent | 54 | Male | Other qualification | 0
Care assistants and home carers | Other qualification | 54 | Female | Other qualification | 1
Heavy goods vehicle drivers | Other qualification | 49 | Male | Other qualification | 1
Kitchen and catering assistants | GCE A level or equivalent | 23 | Male | GCSE grades A*-C or equivalent | 0
Sales and retail assistants | Degree or equivalent | 22 | Male | Other qualification | 0
Construction trades n.e.c. | GCSE grades A*-C or equivalent | 53 | Male | Other qualification | 0
Property, housing and land managers | Other qualification | 56 | Female | Other qualification | 1
Prim & nurs eductn teaching profs | Degree or equivalent | 29 | Female | Other qualification | 0
Sales and retail assistants | GCSE grades A*-C or equivalent | 32 | Female | Other qualification | 0
Info & communication technol mngers | GCE A level or equivalent | 47 | Male | Other qualification | 0
NCOs and other ranks | Other qualification | 24 | Male | Other qualification | 1
Secondary eductn teaching prfsnals | Degree or equivalent | 29 | Female | GCSE grades A*-C or equivalent | 0
Accnts wages clerk, bookkeeper | Higher education | 27 | Female | Other qualification | 0
Animal care occupations n.e.c. | Degree or equivalent | 32 | Female | Other qualification | 0
IT user support technicians | Degree or equivalent | 31 | Male | Degree or equivalent | 1
Nurses | Degree or equivalent | 31 | Female | Degree or equivalent | 1
Nurses | Degree or equivalent | 27 | Female | Degree or equivalent | 1
Nurses | Degree or equivalent | 29 | Female | Degree or equivalent | 1
Nurses | Degree or equivalent | 29 | Male | Degree or equivalent | 1
Gardeners and grounds(wo)men | Other qualification | 60 | Male | Other qualification | 1
Cleaners, domestics | Other qualification | 64 | Female | Other qualification | 1
Pharmacists & pharmacologists | Degree or equivalent | 42 | Female | Other qualification | 0
Pharmacists & pharmacologists | Degree or equivalent | 44 | Male | Other qualification | 0
Pharmaceutical dispensers | GCE A level or equivalent | 61 | Female | Degree or equivalent | 0
Conference and exhibition managers | Higher education | 59 | Male | Other qualification | 0
Quality assurance managers | Degree or equivalent | 47 | Female | Degree or equivalent | 1
Prod. works & maintenance managers | Degree or equivalent | 47 | Male | Other qualification | 0
Medical practitioners | Degree or equivalent | 27 | Female | Other qualification | 0
Draughtspersons | Degree or equivalent | 30 | Male | Degree or equivalent | 1
Prod. works & maintenance managers | Degree or equivalent | 46 | Male | Other qualification | 0
Sales representatives | Degree or equivalent | 28 | Female | Other qualification | 0
Sports and fitness occupations nec. | GCE A level or equivalent | 22 | Male | Other qualification | 0
Nurses | Higher education | 25 | Female | Degree or equivalent | 0
Kitchen and catering assistants | GCSE grades A*-C or equivalent | 44 | Male | GCSE grades A*-C or equivalent | 1
Sales and retail assistants | Other qualification | 27 | Male | Other qualification | 1
Sales and retail assistants | Other qualification | 26 | Female | Other qualification | 1
Cleaners, domestics | GCE A level or equivalent | 64 | Male | Other qualification | 0
Financial managers & chartered secs | GCSE grades A*-C or equivalent | 49 | Male | Degree or equivalent | 0
Nurses | Degree or equivalent | 43 | Female | Degree or equivalent | 1
Nurses | Degree or equivalent | 56 | Female | Degree or equivalent | 1
Sales and retail assistants | GCE A level or equivalent | 49 | Female | Other qualification | 0
Pharmacists & pharmacologists | Degree or equivalent | 55 | Male | Other qualification | 0
Sales and retail assistants | GCSE grades A*-C or equivalent | 17 | Male | Other qualification | 0
Care assistants and home carers | Other qualification | 36 | Female | Other qualification | 1
Civil engineers | Degree or equivalent | 56 | Male | GCSE grades A*-C or equivalent | 0
Accnts wages clerk, bookkeeper | Degree or equivalent | 24 | Male | Other qualification | 0
Housekprs and related occupations | GCSE grades A*-C or equivalent | 57 | Male | Other qualification | 0
Nurses | Degree or equivalent | 55 | Male | Degree or equivalent | 1
Pers training & ind rel mngers | Other qualification | 34 | Male | Other qualification | 1
Vocatn & indust trainrs & instrctrs | Degree or equivalent | 46 | Female | Other qualification | 0
Researchers n.e.c. | Degree or equivalent | 28 | Male | Other qualification | 0
Telephone salespersons | Higher education | 26 | Male | Other qualification | 0
Secondary eductn teaching prfsnals | Degree or equivalent | 26 | Female | GCSE grades A*-C or equivalent | 0
Cleaners, domestics | Other qualification | 45 | Female | Other qualification | 1
educal assistants | GCE A level or equivalent | 41 | Female | Degree or equivalent | 0
Dental nurses | GCE A level or equivalent | 19 | Female | GCSE grades A*-C or equivalent | 0
Nursery nurses | GCE A level or equivalent | 41 | Female | Other qualification | 0
Construction operatives n.e.c. | GCSE grades A*-C or equivalent | 41 | Male | Other qualification | 0
Higher educ teaching prfsnals | Degree or equivalent | 63 | Female | Other qualification | 0
Mngers and prop. In other srvcs NEC | Degree or equivalent | 58 | Male | Other qualification | 0
Vocatn & indust trainrs & instrctrs | Degree or equivalent | 41 | Male | Other qualification | 0
Marketing and sales managers | Degree or equivalent | 34 | Female | Degree or equivalent | 1
Insurance underwriters | Other qualification | 60 | Female | Degree or equivalent | 0
educal assistants | GCE A level or equivalent | 47 | Female | Degree or equivalent | 0
Call centre agents & operators | GCSE grades A*-C or equivalent | 49 | Male | Other qualification | 0
Mtl mkng & treating procss operatve | GCSE grades A*-C or equivalent | 25 | Male | Other qualification | 0
Call centre agents & operators | GCSE grades A*-C or equivalent | 22 | Male | Other qualification | 0
Kitchen and catering assistants | GCE A level or equivalent | 20 | Female | GCSE grades A*-C or equivalent | 0
Nursing auxiliaries and assistants | GCSE grades A*-C or equivalent | 61 | Male | Other qualification | 0
Refuse and salvage occupations | GCSE grades A*-C or equivalent | 35 | Male | Other qualification | 0
Electrical & electronic technicians | GCE A level or equivalent | 36 | Male | Degree or equivalent | 0
Customer care occupations | GCE A level or equivalent | 41 | Female | Other qualification | 0
Tyre, exhaust and windscrn fitters | Other qualification | 48 | Male | Other qualification | 1
educ officers,school inspectrs | Degree or equivalent | 46 | Male | Other qualification | 0
