Job Title | Survey | Online
Metal working machine operatives | GCE A level or equivalent | Other qualification
Sen officials spec interest orgs | Degree or equivalent | Other qualification
Mtl mkng  treating procss operatve | GCSE grades A*-C or equivalent | Other qualification
Kitchen and catering assistants | GCSE grades A*-C or equivalent | GCSE grades A*-C or equivalent
Financial institution managers | GCE A level or equivalent | Degree or equivalent
Welding trades | GCE A level or equivalent | Other qualification
Carpenters and joiners | GCE A level or equivalent | Other qualification
Electricians electrical fitters | GCE A level or equivalent | Other qualification
Secondary eductn teaching prfsnals | Degree or equivalent | GCSE grades A*-C or equivalent
Prod works  maintenance managers | Higher education | Other qualification
Nursing auxiliaries and assistants | Other qualification | Other qualification
Van drivers | GCSE grades A*-C or equivalent | Other qualification
Civil Serv admin offcrs and assists | Degree or equivalent | Other qualification
Labrs process  plant opertns nec | GCSE grades A*-C or equivalent | Other qualification
Routine inspectors and testers | GCE A level or equivalent | Other qualification
Nursing auxiliaries and assistants | GCSE grades A*-C or equivalent | Other qualification
General office assistants or clerks | GCE A level or equivalent | GCSE grades A*-C or equivalent
Rail constructn  maintnce oprtives | Other qualification | Other qualification
Laboratory technicians | Degree or equivalent | GCSE grades A*-C or equivalent
Security managers | Degree or equivalent | Degree or equivalent
Secondary eductn teaching prfsnals | Degree or equivalent | GCSE grades A*-C or equivalent
Hospital and health service mngers | Higher education | Other qualification
Elec  electronic engineer nec | Degree or equivalent | Other qualification
educal assistants | GCE A level or equivalent | Degree or equivalent
Secondary eductn teaching prfsnals | Degree or equivalent | GCSE grades A*-C or equivalent
Vocatn  indust trainrs  instrctrs | Other qualification | Other qualification
educal assistants | Degree or equivalent | Degree or equivalent
Electrical engineers | GCE A level or equivalent | GCSE grades A*-C or equivalent
Info  communication technol mngers | Degree or equivalent | Other qualification
Care assistants and home carers | GCSE grades A*-C or equivalent | Other qualification
Social workers | GCSE grades A*-C or equivalent | Degree or equivalent
Vocatn  indust trainrs  instrctrs | Higher education | Other qualification
Carpenters and joiners | GCE A level or equivalent | Other qualification
Communication operators | Degree or equivalent | GCSE grades A*-C or equivalent
Metal working machine operatives | GCSE grades A*-C or equivalent | Other qualification
educal assistants | GCE A level or equivalent | Degree or equivalent
Counter clerks | GCE A level or equivalent | Other qualification
Public service administrative profs | Degree or equivalent | Other qualification
Mechanical engineers | Other qualification | Degree or equivalent
Marketing and sales managers | GCSE grades A*-C or equivalent | Degree or equivalent
Occupl hygnists  health sfty offs | Degree or equivalent | Other qualification
Marketing and sales managers | GCE A level or equivalent | Degree or equivalent
Financial and accounting techs | Higher education | Other qualification
Nursery nurses | GCE A level or equivalent | Other qualification
Accnts wages clerk bookkeeper | Higher education | Other qualification
School midday assistants | Other qualification | Other qualification
Therapists nec | GCE A level or equivalent | Other qualification
Engineering technicians | Higher education | GCSE grades A*-C or equivalent
Medical and dental technicians | Degree or equivalent | Other qualification
Managers in construction | Degree or equivalent | Other qualification
Housing and welfare officers | GCSE grades A*-C or equivalent | Degree or equivalent
Indust cleaning process occupations | Other qualification | Other qualification
Retail and wholesale managers | Degree or equivalent | Degree or equivalent
Nurses | Degree or equivalent | Degree or equivalent
Sales and retail assistants | Higher education | Other qualification
Storage and warehouse managers | Other qualification | Other qualification
Motor mechanics auto engineers | GCE A level or equivalent | Other qualification
Further educ teaching prfsnals | Higher education | Other qualification
Prec instrument makers  repairers | GCSE grades A*-C or equivalent | Other qualification
Mngmnt cons actuar econs  statn | Degree or equivalent | Other qualification
General office assistants or clerks | Degree or equivalent | GCSE grades A*-C or equivalent
Electrical engineers | Degree or equivalent | GCSE grades A*-C or equivalent
Van drivers | Other qualification | Other qualification
Care assistants and home carers | GCE A level or equivalent | Other qualification
Local gov clerical offs  assists | GCSE grades A*-C or equivalent | Other qualification
Sports and leisure assistants | GCSE grades A*-C or equivalent | GCSE grades A*-C or equivalent
Kitchen and catering assistants | GCE A level or equivalent | GCSE grades A*-C or equivalent
Labrers build  woodworking trades | GCSE grades A*-C or equivalent | Other qualification
Mtl working prod  maintnce fitter | GCE A level or equivalent | Other qualification
General office assistants or clerks | GCE A level or equivalent | GCSE grades A*-C or equivalent
Electrical  electronic technicians | Higher education | Degree or equivalent
Nurses | Higher education | Degree or equivalent
Sales and retail assistants | GCE A level or equivalent | Other qualification
Pharmacists  pharmacologists | Degree or equivalent | Other qualification
Residential and day care managers | Degree or equivalent | Other qualification
Office managers | GCSE grades A*-C or equivalent | Degree or equivalent
Pensions and insurance clrks | GCE A level or equivalent | Other qualification
Police offcrs sergeant and below | Degree or equivalent | Other qualification
Software professionals | Degree or equivalent | Degree or equivalent
Care assistants and home carers | GCSE grades A*-C or equivalent | Other qualification
Process operatives nec | Other qualification | Other qualification
TV video and audio engineers | Degree or equivalent | Other qualification
Police offcrs sergeant and below | Degree or equivalent | Other qualification
Pharmaceutical dispensers | GCSE grades A*-C or equivalent | Degree or equivalent
Sales and retail assistants | Higher education | Other qualification
Civil Serv admin offcrs and assists | GCSE grades A*-C or equivalent | Other qualification
Youth and community workers | Higher education | Degree or equivalent
Nursing auxiliaries and assistants | GCE A level or equivalent | Other qualification
Care assistants and home carers | GCE A level or equivalent | Other qualification
Secondary eductn teaching prfsnals | Degree or equivalent | GCSE grades A*-C or equivalent
Kitchen and catering assistants | GCE A level or equivalent | GCSE grades A*-C or equivalent
Social workers | Degree or equivalent | Degree or equivalent
Care assistants and home carers | Higher education | Other qualification
Heavy goods vehicle drivers | GCSE grades A*-C or equivalent | Other qualification
Nurses | Degree or equivalent | Degree or equivalent
Mtl working prod  maintnce fitter | GCE A level or equivalent | Other qualification
